63;-1.003222;0.014366;9.862219
166;-1.008010;0.146054;9.867008
269;-1.051108;-0.040704;9.929260
372;-1.012799;0.031126;9.864614
475;-1.027165;-0.021549;9.890951
577;-1.000827;0.007183;9.905317
682;-1.008010;-0.019155;9.835881
786;-1.034348;0.074224;9.917289
890;-1.024770;0.040704;9.893345
994;-1.015193;-0.050281;9.850247
1099;-1.027165;-0.026338;9.953203
1203;-1.046319;0.031126;9.888556
1307;-1.008010;0.014366;9.864614
1411;-1.065474;-0.040704;9.893345
1516;-1.022376;-0.011972;9.912499
1620;-1.031953;-0.007183;9.941232
1724;-1.031953;0.023943;9.857430
1828;-1.225894;-0.011972;9.926866
1933;-1.019982;0.019155;9.840671
2037;-1.024770;-0.004789;9.895740
2141;-1.012799;-0.150842;9.907711
2246;-1.024770;-0.045492;10.025033
2350;-1.589831;-0.014366;10.001090
2454;-1.352793;-0.275347;9.883768
2558;-1.110966;-0.778155;9.431241
2663;-1.010405;-1.163641;9.558140
2767;-1.304906;-1.467720;9.448001
2871;-2.423055;-1.836446;9.950809
2976;-1.685604;-2.262636;9.634758
3080;-1.944191;-2.552349;9.498281
3184;-1.757434;-2.722346;9.268427
3289;-1.786165;-3.344870;9.242089
3393;-1.642506;-3.409517;9.278004
3497;-1.570676;-3.926691;9.325891
3602;-2.035175;-3.747117;8.935616
3706;-1.254626;-4.087111;8.700973
3810;-1.637717;-4.352880;8.557313
3915;-1.721519;-4.506117;8.437596
4019;-1.841235;-4.800619;8.588439
4123;-2.020809;-4.968222;8.344218
4228;-1.846024;-5.303427;8.028167
4332;-1.589831;-5.784686;7.920423
4436;-1.429411;-6.074399;7.587612
4540;-1.290540;-6.292283;7.760003
4645;-1.319272;-6.471857;7.242829
4749;-1.300118;-6.716078;7.374517
4854;-1.115755;-6.744810;6.972270
4958;-1.149275;-7.044100;6.728049
5062;-0.996039;-7.422403;6.529321
5166;-1.561099;-7.204520;6.330592
5271;-1.048714;-7.920423;6.026513
5375;-0.811676;-7.982675;5.973837
5479;-1.041531;-8.332246;5.518916
5584;-0.778155;-8.186193;5.353708
5688;-0.773367;-8.392104;4.996953
5792;-0.869139;-8.461540;4.704846
5897;-0.483653;-8.502243;4.254713
6001;-0.404641;-8.854209;4.436682
6105;-0.668016;-9.088853;4.036829
6210;-0.203518;-9.100824;3.565148
6314;-0.148448;-9.057726;3.464586
6418;-0.648862;-9.172654;3.009665
6523;-0.055069;-9.299553;2.822908
6627;-0.325628;-9.565323;2.705586
6731;-0.498019;-9.548563;2.298551
6836;-0.407035;-9.565323;2.181229
6940;-0.450133;-9.426453;1.687998
7043;-0.840408;-9.658702;1.577859
